Date,High,Low,Close,Volume,VIX_Close
1993-05-18,24.445042,24.306837,24.393215,105200,14.19
1993-05-19,24.894213,24.237738,24.894213,50200,14.29
1993-05-20,24.96331,24.842381,24.96331,98200,13.98
1993-05-21,25.015144,24.721458,24.738733,221400,14.51
1993-05-24,24.928763,24.790557,24.842384,30500,14.1
1993-05-25,24.94604,24.894213,24.894213,191800,14.04
1993-05-26,25.222453,24.946043,25.205177,102400,12.88
1993-05-27,25.239731,25.08425,25.118801,53800,13.1
1993-05-28,25.10152,24.876936,24.997866,79100,13.47
1993-06-01,25.326103,25.049693,25.239725,28300,13.67
1993-06-02,25.291556,25.066972,25.205177,20300,13.48
1993-06-03,25.153352,25.066974,25.118801,21600,13.54
1993-06-04,25.049685,24.928756,25.03241,32000,12.86
1993-06-07,25.084229,24.946024,24.946024,121400,14.07
1993-06-08,24.87693,24.721449,24.721449,104500,14.74
1993-06-09,24.911469,24.773264,24.807816,43300,13.96
1993-06-10,24.842385,24.738731,24.825109,17900,13.31
1993-06-11,24.963306,24.825101,24.928755,647400,12.71
1993-06-14,24.980591,24.894213,24.894213,64200,12.33
1993-06-15,24.946038,24.842384,24.842384,142400,11.99
1993-06-16,24.894213,24.773283,24.894213,330900,11.87
1993-06-17,24.980579,24.894201,24.980579,37400,11.66
1993-06-18,24.966255,24.774876,24.774876,58500,12.24
1993-06-21,24.844463,24.792268,24.827065,29300,12.25
1993-06-22,24.86186,24.809665,24.844461,137500,11.65
1993-06-23,24.844455,24.61828,24.61828,227600,12.04
1993-06-24,24.948854,24.687883,24.948854,243700,12.25
1993-06-25,25.001038,24.914048,24.931446,44800,11.25
1993-06-28,25.209827,25.018448,25.209827,439900,11.11
1993-06-29,25.175018,25.053232,25.088028,207500,11.29
1993-06-30,25.175018,25.053232,25.088028,437600,11.26
1993-07-01,25.122836,24.983652,25.018448,605700,11.51
1993-07-02,24.948842,24.792259,24.87925,285400,11.33
1993-07-06,24.914048,24.583484,24.61828,246400,13.87
1993-07-07,24.722678,24.600891,24.687881,343700,13.05
1993-07-08,25.018448,24.670486,24.966253,248200,12.24
1993-07-09,25.035843,24.914056,25.035843,378200,10.8
1993-07-12,25.035846,24.966254,25.018448,373700,10.85
1993-07-13,25.105441,24.861868,25.001053,389600,11.02
1993-07-14,25.15762,25.001038,25.088028,617300,10.78
1993-07-15,25.070633,24.931448,24.983643,443800,10.6
1993-07-16,25.018436,24.879251,24.914047,216400,10.96
1993-07-19,24.914041,24.82705,24.896643,188200,11.46
1993-07-20,24.966253,24.757476,24.966253,68500,11.05
1993-07-21,24.948854,24.861864,24.948854,142700,11.97
1993-07-22,24.948857,24.774876,24.774876,632400,11.69
1993-07-23,24.896643,24.809652,24.896643,286200,11.32
1993-07-26,25.088037,24.966251,25.035843,121300,11.32
1993-07-27,25.070642,24.931457,25.018448,92800,11.34
1993-07-28,25.018448,24.931457,24.966253,30800,11.37
1993-07-29,25.175032,24.983654,25.10544,331000,11.25
1993-07-30,25.105438,24.931457,24.966253,75300,11.73
1993-08-02,25.122833,25.001047,25.035843,41300,11.47
1993-08-03,25.157624,24.966246,25.053236,81600,11.49
1993-08-04,25.10543,24.983644,25.053236,434000,11.71
1993-08-05,25.053247,24.966257,25.001053,36800,12.03
1993-08-06,25.088037,25.001047,25.035843,402300,12.33
1993-08-09,25.244618,25.053239,25.175026,828200,12.39
1993-08-10,25.175018,25.122823,25.157619,604900,12.31
1993-08-11,25.227212,25.140221,25.157619,542200,12.07
1993-08-12,25.227213,25.001038,25.088028,303700,12.38
1993-08-13,25.140235,25.105439,25.122837,103500,12.19
1993-08-16,25.331616,25.140237,25.262024,241800,12.01
1993-08-17,25.349001,25.244612,25.349001,369300,11.59
1993-08-18,25.540401,25.418614,25.488207,414300,11.52
1993-08-19,25.505605,25.453411,25.488207,28500,11.63
1993-08-20,25.50559,25.4186,25.50559,80700,11.62
1993-08-23,25.470802,25.401209,25.453403,15600,12.15
1993-08-24,25.731768,25.453398,25.731768,273400,11.8
1993-08-25,25.853559,25.696976,25.74917,242300,12.1
1993-08-26,25.905739,25.662165,25.766554,120000,12.14
1993-08-27,25.74917,25.696976,25.74917,25700,11.91
1993-08-30,25.888335,25.766548,25.853539,183500,11.74
1993-08-31,25.923141,25.801355,25.923141,66500,11.85
1993-09-01,25.940548,25.836159,25.888353,136500,11.48
1993-09-02,25.940534,25.783952,25.80135,472400,11.87
1993-09-03,25.853543,25.749154,25.818747,630500,11.16
1993-09-07,25.853556,25.609983,25.644779,196400,12.9
1993-09-08,25.644774,25.383802,25.557783,269900,13.24
1993-09-09,25.62738,25.453399,25.609982,239200,12.67
1993-09-10,25.85354,25.644763,25.836142,106500,11.7
1993-09-13,25.923131,25.853539,25.853539,66900,12.16
1993-09-14,25.783966,25.66218,25.74917,184500,13.15
1993-09-15,25.836145,25.557775,25.818747,101000,12.7
1993-09-16,25.801359,25.696971,25.714369,54300,13.36
1993-09-17,25.717019,25.629486,25.664499,200900,13.39
1993-09-20,25.752044,25.454433,25.454433,57800,14.6
1993-09-21,25.524464,25.104308,25.366905,318200,17.3
1993-09-22,25.611994,25.419422,25.576981,439700,13.75
1993-09-23,25.734525,25.611979,25.717018,88500,13.36
1993-09-24,25.699525,25.611992,25.647005,53500,12.47
1993-09-27,25.927105,25.839573,25.927105,274600,12.49
1993-09-28,25.944602,25.85707,25.874577,158300,12.19
1993-09-29,25.944622,25.752051,25.787064,221000,12.63
1993-09-30,25.839563,25.682004,25.734524,99300,12.99
1993-10-01,25.892101,25.664517,25.857088,22700,11.83
1993-10-04,25.892088,25.822062,25.892088,1038500,12.85
1993-10-05,25.944621,25.769556,25.857088,436500,12.97
1993-10-06,25.979608,25.839556,25.839556,209200,12.68
1993-10-07,25.874593,25.752048,25.769554,59400,13.14
1993-10-08,25.857081,25.61199,25.804562,54400,12.04
1993-10-11,25.909608,25.857088,25.857088,467100,12.26
1993-10-12,25.909594,25.874581,25.892088,26200,12.41
1993-10-13,25.909594,25.857075,25.892088,139100,11.38
1993-10-14,26.224714,25.927104,26.224714,108100,11.0
1993-10-15,26.417288,26.277237,26.364769,1502500,10.87
1993-10-18,26.34726,26.259728,26.294741,722400,11.33
1993-10-19,26.312241,26.102163,26.102163,880100,11.61
1993-10-20,26.189698,26.084659,26.137178,230400,11.32
1993-10-21,26.154683,26.06715,26.102163,56200,11.2
1993-10-22,26.242227,25.97963,25.97963,390700,11.48
1993-10-25,26.084661,25.927103,26.049648,114500,11.83
1993-10-26,26.049647,25.944608,26.032141,186200,11.83
1993-10-27,26.067155,25.997129,26.049648,118400,12.01
1993-10-28,26.312259,26.084675,26.242233,129600,11.88
1993-10-29,26.25974,26.20722,26.242233,80700,11.46
1993-11-01,26.329755,26.207209,26.312248,36400,11.78
1993-11-02,26.329754,26.137182,26.294741,262100,11.74
1993-11-03,26.277245,25.839582,25.962128,479100,13.26
1993-11-04,25.962128,25.664518,25.682024,130400,14.68
1993-11-05,25.804562,25.506951,25.804562,363200,14.97
1993-11-08,25.909582,25.752023,25.839556,367600,14.31
1993-11-09,26.032153,25.839582,25.857088,246900,13.94
1993-11-10,26.049648,25.787051,26.049648,46500,13.72
1993-11-11,26.119681,25.962123,25.97963,88900,13.88
1993-11-12,26.189696,26.014631,26.102163,108200,13.33
1993-11-15,26.15468,26.014628,26.084654,243300,14.46
1993-11-16,26.224723,26.032151,26.207216,492600,15.11
1993-11-17,26.224722,25.997138,26.067163,39600,15.57
1993-11-18,26.08466,25.927102,25.997128,240800,14.65
1993-11-19,25.979633,25.892101,25.94462,106000,15.03
1993-11-22,25.892103,25.699531,25.787064,165300,15.9
1993-11-23,25.944611,25.787053,25.927105,89700,14.27
1993-11-24,26.049647,25.962115,26.032141,77200,13.51
1993-11-26,26.102168,26.032142,26.049648,1019800,13.77
1993-11-29,26.172205,25.94462,25.94462,517500,14.12
1993-11-30,26.084673,25.909608,25.962128,230000,13.76
1993-12-01,26.119673,25.997128,25.997128,379200,13.83
1993-12-02,26.08467,25.997138,26.067163,352000,13.51
1993-12-03,26.172197,26.049652,26.172197,306000,12.69
1993-12-06,26.294735,26.207202,26.259722,99500,12.84
1993-12-07,26.277246,26.20722,26.242233,88800,12.41
1993-12-08,26.242233,26.20722,26.242233,146700,12.46
1993-12-09,26.277243,26.119684,26.154697,416500,12.43
1993-12-10,26.172189,26.049644,26.102163,412900,12.6
1993-12-13,26.259722,26.06715,26.259722,273200,10.98
1993-12-14,26.277241,26.067163,26.067163,41900,11.13
1993-12-15,26.119673,26.032141,26.032141,82600,11.03
1993-12-16,26.137181,26.084662,26.119675,78200,10.9
1993-12-17,26.280844,26.15746,26.263218,104700,11.08
1993-12-20,26.316102,26.22797,26.298475,68800,10.75
1993-12-21,26.263221,26.17509,26.210342,205700,10.08
1993-12-22,26.404242,26.227979,26.386616,410300,9.31
1993-12-23,26.421852,26.33372,26.368973,533800,9.48
1993-12-27,26.509977,26.368967,26.509977,447100,9.7
1993-12-28,26.580489,26.474731,26.562862,880600,9.82
1993-12-29,26.598116,26.509984,26.527611,266700,10.46
1993-12-30,26.510005,26.368994,26.421873,219900,10.69
1993-12-31,26.509986,26.263217,26.280844,312900,11.66
1994-01-03,26.3161,26.17509,26.210342,960900,12.57
1994-01-04,26.316101,26.210343,26.316101,164300,11.91
1994-01-05,26.386599,26.245589,26.368973,710900,10.94
1994-01-06,26.421852,26.33372,26.368973,201000,11.27
1994-01-07,26.545237,26.351348,26.527611,775500,10.96
1994-01-10,26.8449,26.492374,26.8449,593700,10.74
1994-01-11,26.82727,26.703885,26.792017,295200,11.29
1994-01-12,26.809648,26.615758,26.70389,158400,11.65
1994-01-13,26.686271,26.59814,26.633392,244300,12.08
1994-01-14,26.792019,26.721513,26.73914,137200,11.15
1994-01-17,26.774392,26.686261,26.73914,17700,11.88
1994-01-18,26.809629,26.721497,26.774376,166400,11.63
1994-01-19,26.774395,26.651011,26.70389,200800,11.76
1994-01-20,26.792002,26.721497,26.774376,281100,11.16
1994-01-21,26.809647,26.703889,26.721516,85600,11.09
1994-01-24,26.827273,26.615757,26.615757,373800,11.6
1994-01-25,26.65101,26.562878,26.615757,310400,11.38
1994-01-26,26.703896,26.580512,26.68627,145100,11.17
1994-01-27,26.968286,26.703891,26.933033,344500,10.3
1994-01-28,27.091666,27.003534,27.003534,356500,9.94
1994-01-31,27.250286,27.074023,27.197407,313800,10.63
1994-02-01,27.162166,27.021155,27.056408,303600,10.65
1994-02-02,27.232674,27.126916,27.232674,307600,10.61
1994-02-03,27.179806,27.021169,27.109301,466100,10.75
1994-02-04,27.144541,26.492367,26.492367,1403200,15.25
1994-02-07,26.686262,26.421867,26.615757,516400,13.96
1994-02-08,26.668645,26.527634,26.633392,188200,13.66
1994-02-09,26.756766,26.615755,26.73914,144600,13.3
1994-02-10,26.739119,26.509977,26.509977,883900,14.24
1994-02-11,26.668644,26.404249,26.598139,519400,14.46
1994-02-14,26.721524,26.510008,26.633392,2742100,14.28
1994-02-15,26.792002,26.650992,26.774376,374700,13.4
1994-02-16,26.809641,26.703883,26.756762,287600,13.13
1994-02-17,26.897786,26.527633,26.598139,342400,13.79
1994-02-18,26.633371,26.368976,26.439482,313300,14.7
1994-02-22,26.70389,26.51,26.70389,154500,13.52
1994-02-23,26.756777,26.545261,26.633392,391700,13.91
1994-02-24,26.545239,26.263217,26.280844,770800,15.96
1994-02-25,26.404234,26.263223,26.404234,531300,14.8
1994-02-28,26.545245,26.404234,26.404234,333000,14.87
1994-03-01,26.457112,26.157465,26.298475,423600,15.83
1994-03-02,26.333736,25.893078,26.333736,581500,16.08
1994-03-03,26.298471,26.192713,26.263218,223200,16.36
1994-03-04,26.404242,26.175099,26.333736,595800,16.0
1994-03-07,26.509992,26.42186,26.474739,539800,14.26
1994-03-08,26.492357,26.33372,26.368973,880300,16.23
1994-03-09,26.509993,26.280851,26.492367,2500100,14.41
1994-03-10,26.474733,26.192712,26.280844,207400,16.55
1994-03-11,26.457126,26.175104,26.421873,576600,14.87
1994-03-14,26.527628,26.42187,26.457123,345900,16.61
1994-03-15,26.562866,26.421855,26.439482,748600,14.78
1994-03-16,26.650988,26.386593,26.650988,455500,14.51
1994-03-17,26.68624,26.562856,26.650988,133000,12.76
1994-03-18,26.680643,26.503363,26.645187,365500,13.32
1994-03-21,26.627475,26.503379,26.574291,324800,14.34
1994-03-22,26.698371,26.521091,26.645187,435700,13.39
1994-03-23,26.698372,26.609732,26.62746,698500,12.31
1994-03-24,26.574283,26.184267,26.308363,1200500,13.43
1994-03-25,26.396986,26.060154,26.060154,100900,13.67
1994-03-28,26.131089,25.865168,26.095633,1117200,14.9
1994-03-29,26.113349,25.581509,25.581509,338400,16.49
1994-03-30,25.670148,25.226948,25.226948,1123900,18.59
1994-03-31,25.351055,24.695118,25.297871,788800,20.45
1994-04-04,24.978758,24.588742,24.907846,2627300,23.87
1994-04-05,25.421951,25.156031,25.421951,1179000,18.13
1994-04-06,25.475135,25.244671,25.421951,516500,17.38
1994-04-07,25.599231,25.262399,25.546047,666100,16.98
1994-04-08,25.492862,25.226942,25.351038,242400,16.92
1994-04-11,25.563785,25.359913,25.457417,203300,16.61
1994-04-12,25.528319,25.368767,25.421951,1409200,16.42
1994-04-13,25.475153,25.102865,25.289009,364100,17.02
1994-04-14,25.430831,25.191503,25.297871,419900,16.27
1994-04-15,25.404239,25.253551,25.297871,387300,15.98
1994-04-18,25.39536,25.049664,25.12944,369100,17.22
1994-04-19,25.262415,24.952175,25.164911,472200,16.93
1994-04-20,25.253547,25.005355,25.138315,508000,17.01
1994-04-21,25.510601,25.156041,25.475145,200300,14.93
1994-04-22,25.554921,25.377641,25.448553,301800,14.94
1994-04-25,25.732198,25.439686,25.71447,394600,14.26
1994-04-26,25.723339,25.634699,25.687883,399000,13.8
1994-04-28,25.67015,25.421958,25.501734,287000,14.51
1994-04-29,25.616965,25.421957,25.581509,481900,13.77
1994-05-02,25.936086,25.492885,25.741077,275000,14.11
1994-05-03,25.75879,25.563782,25.71447,183400,13.81
1994-05-04,25.767662,25.572654,25.670158,401900,14.29
1994-05-05,25.741059,25.634691,25.634691,659800,14.56
1994-05-06,25.510601,25.297865,25.386505,216300,15.08
1994-05-09,25.386511,25.120591,25.164911,499300,16.16
1994-05-10,25.439666,25.27125,25.35989,583400,15.19
1994-05-11,25.368768,25.058528,25.12944,210600,15.55
1994-05-12,25.315586,25.19149,25.253538,305200,15.46
1994-05-13,25.32445,25.129442,25.253538,321300,14.54
1994-05-16,25.386496,25.253536,25.2624,450400,14.67
1994-05-17,25.634691,25.244675,25.634691,470200,14.08
1994-05-18,25.918345,25.537193,25.820841,824800,12.55
1994-05-19,26.015858,25.767666,25.944946,531000,12.33
1994-05-20,25.918326,25.811958,25.847414,370400,12.79
1994-05-23,25.829702,25.723334,25.80311,262700,13.49
1994-05-24,26.006995,25.874035,25.909491,549600,12.73
1994-05-25,25.998115,25.723331,25.980387,738200,12.43
1994-05-26,26.060183,25.944951,25.998135,369600,12.5
1994-05-27,26.024708,25.909476,26.024708,162000,12.49
1994-05-31,26.042428,25.900604,25.989244,160000,13.03
1994-06-01,26.104492,25.847436,26.104492,200500,12.72
1994-06-02,26.122207,26.033567,26.077887,55100,12.73
1994-06-03,26.317215,26.015839,26.228575,550400,12.19
1994-06-06,26.361535,26.201983,26.219711,99300,13.03
1994-06-07,26.219727,26.113359,26.184271,120600,13.05
1994-06-08,26.246311,25.971527,25.971527,131900,13.32
1994-06-09,26.113361,26.033585,26.113361,80500,13.21
1994-06-10,26.210853,26.139941,26.157669,83100,12.69
1994-06-13,26.201991,26.113351,26.193127,109700,11.92
1994-06-14,26.405865,26.272905,26.397001,161000,11.6
1994-06-15,26.414732,26.272908,26.290636,142800,11.52
1994-06-16,26.361558,26.264054,26.34383,44000,11.22
1994-06-17,26.384135,26.16107,26.19676,403800,12.31
1994-06-20,26.054024,25.946953,25.973721,137400,13.96
1994-06-21,25.955865,25.643573,25.750645,139200,14.7
1994-06-22,25.938019,25.795257,25.848793,279900,14.02
1994-06-23,25.929082,25.661404,25.697094,922500,14.12
1994-06-24,25.572185,25.126055,25.161745,353800,16.72
1994-06-27,25.598953,25.134978,25.598953,371200,15.53
1994-06-28,25.607872,25.268813,25.474033,5382300,15.04
1994-06-29,25.706021,25.482956,25.554337,311800,14.42
1994-06-30,25.607871,25.304502,25.393728,271900,14.97
1994-07-01,25.518658,25.340206,25.447277,406900,14.36
1994-07-05,25.6168,25.420503,25.58111,112000,14.92
1994-07-06,25.590037,25.393739,25.545424,174800,14.7
1994-07-07,25.652483,25.518644,25.652483,66700,14.01
1994-07-08,25.688183,25.482963,25.64357,148400,13.26
1994-07-11,25.706021,25.42942,25.554337,124000,13.83
1994-07-12,25.598951,25.420499,25.590029,257300,13.4
1994-07-13,25.714949,25.598955,25.634645,532700,12.42
1994-07-14,25.964792,25.741727,25.911257,494200,11.64
1994-07-15,25.9737,25.884474,25.920164,49100,11.28
1994-07-18,26.027235,25.920164,25.964777,72300,11.44
1994-07-19,26.018328,25.911257,25.911257,609500,11.65
1994-07-20,25.929101,25.732803,25.795261,185300,11.7
1994-07-21,25.866638,25.741722,25.848793,86300,11.65
1994-07-22,25.929085,25.839859,25.893394,151600,11.22
1994-07-25,25.955856,25.875553,25.929089,120900,11.46
1994-07-26,25.938019,25.875561,25.902328,489600,11.66
1994-07-27,25.902328,25.795257,25.902328,83200,11.93
1994-07-28,26.027239,25.902323,25.955858,828200,12.03
1994-07-29,26.294911,26.125381,26.214607,459100,11.13
1994-08-01,26.357357,26.205673,26.339512,486300,11.17
1994-08-02,26.482294,26.285997,26.375223,505500,11.27
1994-08-03,26.401989,26.321686,26.384144,144100,11.35
1994-08-04,26.393071,26.223541,26.232464,231700,12.18
1994-08-05,26.178923,26.071852,26.143232,138400,12.34
1994-08-08,26.232462,26.143236,26.205694,328600,12.41
1994-08-09,26.250307,26.107545,26.250307,105900,12.54
1994-08-10,26.375221,26.23246,26.348454,840300,11.91
1994-08-11,26.401991,26.116468,26.250307,876200,12.13
1994-08-12,26.464445,26.294916,26.455523,184100,11.09
1994-08-15,26.544756,26.446608,26.446608,325900,12.06
1994-08-16,26.660755,26.357387,26.633987,1089500,11.39
1994-08-17,26.687506,26.59828,26.616125,133700,11.54
1994-08-18,26.589373,26.500147,26.526915,620000,12.07
1994-08-19,26.562597,26.446604,26.509062,103200,12.83
1994-08-22,26.517986,26.42876,26.482296,79700,12.62
1994-08-23,26.758904,26.562607,26.633987,268600,11.75
1994-08-24,26.919516,26.651837,26.919516,254700,11.57
1994-08-25,26.955195,26.776743,26.848124,147400,12.02
1994-08-26,27.28533,26.910581,27.231794,339500,12.19
1994-08-29,27.401332,27.205034,27.213957,350300,11.82
1994-08-30,27.329937,27.16933,27.285324,36000,11.23
1994-08-31,27.347796,27.178266,27.213957,356200,11.97
1994-09-01,27.142555,27.026561,27.12471,294600,11.86
1994-09-02,27.249648,26.964125,27.008738,99600,11.4
1994-09-06,27.044418,26.910579,27.017651,229800,11.69
1994-09-07,27.080122,26.964128,26.990896,27900,11.81
1994-09-08,27.1604,27.035484,27.12471,284800,11.86
1994-09-09,26.910572,26.73212,26.839191,488400,13.12
1994-09-12,26.874894,26.714287,26.7589,129400,14.01
1994-09-13,26.910572,26.758888,26.839191,389200,13.77
1994-09-14,26.901659,26.749975,26.865969,423500,13.09
1994-09-15,27.205023,26.937345,27.205023,779800,11.88
1994-09-16,27.08323,26.91267,27.011415,571300,12.8
1994-09-19,27.190946,27.011409,27.03834,167300,13.06
1994-09-20,26.921643,26.526661,26.526661,355600,14.45
1994-09-21,26.607453,26.275308,26.526661,397500,14.49
1994-09-22,26.5895,26.436893,26.463823,266400,13.89
1994-09-23,26.526655,26.329164,26.374048,176600,14.53
1994-09-26,26.526657,26.418935,26.508703,223000,14.56
1994-09-27,26.580516,26.427909,26.490747,479500,14.13
1994-09-28,26.733127,26.616428,26.69722,324000,13.25
1994-09-29,26.69722,26.481775,26.562567,195900,13.97
1994-09-30,26.679268,26.526661,26.526661,5200,14.28
1994-10-03,26.571546,26.418939,26.463823,72600,15.44
1994-10-04,26.598499,26.050909,26.068863,84200,16.66
1994-10-05,26.077812,25.85339,26.077812,461900,15.92
1994-10-06,26.11372,25.952136,25.997021,345200,16.24
1994-10-07,26.185541,25.970096,26.113726,188700,14.92
1994-10-10,26.436894,26.221449,26.39201,213600,14.72
1994-10-11,26.8588,26.508702,26.786985,461400,13.55
1994-10-12,26.858806,26.760061,26.822899,162400,14.51
1994-10-13,27.190946,26.885732,26.912663,1564500,14.9
1994-10-14,27.038346,26.822901,27.029369,72800,13.32
1994-10-17,27.03835,26.948581,26.975512,282300,14.76
1994-10-18,26.94857,26.822894,26.912663,132100,14.59
1994-10-19,27.137085,26.804941,27.03834,136700,15.13
1994-10-20,27.038333,26.778003,26.858795,290300,15.99
1994-10-21,26.822889,26.634375,26.751074,87800,15.91
1994-10-24,26.867782,26.517684,26.526661,149600,16.97
1994-10-25,26.60745,26.427913,26.553589,91800,16.13
1994-10-26,26.679263,26.526656,26.652332,201000,15.7
1994-10-27,26.813913,26.688237,26.813913,210300,15.67
1994-10-28,27.406403,26.867791,27.379473,192100,14.56
1994-10-31,27.343569,27.271754,27.280731,36300,14.56
1994-11-01,27.164026,26.966535,26.975512,435200,14.84
1994-11-02,27.137089,26.822899,26.822899,115600,15.34
1994-11-03,27.011403,26.87675,26.966518,87000,15.58
1994-11-04,27.092203,26.616428,26.616428,124400,16.75
1994-11-07,26.769035,26.607451,26.69722,115000,17.37
1994-11-08,26.993455,26.742103,26.903687,308300,16.3
1994-11-09,27.190959,26.715185,26.948584,318500,16.42
1994-11-10,27.020391,26.742108,26.760061,172100,16.0
1994-11-11,26.751077,26.589493,26.661308,302200,16.5
1994-11-14,26.921639,26.778009,26.912663,181400,16.68
1994-11-15,27.056298,26.616431,26.822899,316900,16.66
1994-11-16,26.912663,26.778009,26.912663,106900,15.56
1994-11-17,26.930619,26.625405,26.733128,104700,15.91
1994-11-18,26.786989,26.580521,26.69722,269300,16.0
1994-11-21,26.760075,26.427931,26.427931,283100,16.13
1994-11-22,26.427904,25.853384,25.853384,483600,17.24
1994-11-23,26.005998,25.628969,25.997021,601600,18.41
1994-11-25,26.158596,26.014966,26.122688,77300,17.44
1994-11-28,26.248385,26.050894,26.239408,79900,16.83
1994-11-29,26.284288,26.140658,26.230427,105500,16.15
1994-11-30,26.40097,26.194502,26.194502,218800,15.95
1994-12-01,26.221443,25.880322,25.934183,439000,16.69
1994-12-02,26.176546,25.880309,26.176546,318500,16.55
1994-12-05,26.320198,26.140661,26.203499,139200,16.1
1994-12-06,26.23043,26.059869,26.221453,249900,16.05
1994-12-07,26.140659,26.006005,26.032936,531900,16.28
1994-12-08,26.176562,25.709765,25.78158,261500,18.15
1994-12-09,25.898285,25.673863,25.880331,235900,16.04
1994-12-12,26.050882,25.826461,26.050882,151100,15.46
1994-12-13,26.158618,26.032942,26.149641,70900,14.48
1994-12-14,26.40099,26.11373,26.28429,203300,13.03
1994-12-15,26.44587,26.320194,26.365078,130100,12.87
1994-12-16,26.548153,26.421475,26.493862,266100,12.79
1994-12-19,26.548136,26.412409,26.530039,1120200,13.02
1994-12-20,26.575296,26.448618,26.448618,675600,12.98
1994-12-21,26.792461,26.466717,26.729122,544500,12.05
