Date,High,Low,Close,VIX_Close
9/23/1998,107,103.78125,66.284447,32.470001
9/24/1998,106.8125,103.25,64.658295,34.66
9/25/1998,105.421875,102.625,64.580856,34.549999
9/28/1998,106.3125,104.25,65.161659,34.869999
9/29/1998,105.9375,103.375,65.006752,36.080002
9/30/1998,104.3125,101.375,63.032181,40.950001
10/1/1998,101.546875,98.09375,61.21246,43.48
10/2/1998,100.875,97.21875,62.393326,40.470001
10/5/1998,99.96875,96.34375,61.135002,42.810001
10/6/1998,101.28125,97.53125,61.076931,41.200001
10/7/1998,100.03125,95.75,60.167107,43.509998
10/8/1998,96.75,92.21875,59.837955,45.740002
10/9/1998,98.78125,94.0625,61.038204,42.200001
10/12/1998,101.4375,99.6875,61.928677,40.07
10/13/1998,100.40625,98.75,61.715736,40.23
10/14/1998,101.8125,98.84375,62.296528,38.959999
10/15/1998,107.25,99.9375,65.645584,33.34
10/16/1998,106.75,105,65.664948,34.82
10/19/1998,106.8125,105.5,65.897247,33.130001
10/20/1998,108.796875,106.09375,66.284447,33.110001
10/21/1998,107.625,105.875,66.052132,33.209999
10/22/1998,108.46875,106.15625,67.039436,31.530001
10/23/1998,108,106.78125,66.18763,32.27
10/26/1998,108.46875,106.78125,66.671623,32.380001
10/27/1998,108.96875,106.28125,66.284447,32.950001
10/28/1998,107.53125,106.03125,66.168243,32.419998
10/29/1998,109.4375,106.625,67.775009,29.5
10/30/1998,110.90625,109.5,68.142899,28.049999
11/2/1998,111.875,110.1875,69.304398,27.26
11/3/1998,111.8125,110.75,68.801071,27.76
11/4/1998,113.09375,111.09375,69.536736,27.370001
11/5/1998,113.9375,111.125,70.485298,26.01
11/6/1998,114.5625,113.3125,70.698219,25.700001
11/9/1998,114.25,112.5,70.194893,28.09
11/10/1998,113.9375,112.25,70.001328,28.17
11/11/1998,114,111.890625,69.536736,28.469999
11/12/1998,113.125,111.6875,69.459251,29.280001
11/13/1998,113.21875,112.125,70.136833,29.030001
11/16/1998,114.359375,112.890625,70.6595,28.9
11/17/1998,115.625,113,70.6595,27.950001
11/18/1998,115,113.5,71.085442,27.129999
11/19/1998,115.90625,114.625,71.704887,25.5
11/20/1998,116.75,115.84375,72.246933,22.469999
11/23/1998,119.625,117.15625,73.950485,21.84
11/24/1998,119.65625,118.453125,73.485855,23.280001
11/25/1998,119.1875,118.21875,73.485855,22.15
11/27/1998,119.71875,119.015625,74.027939,22.09
11/30/1998,119.375,116.125,71.937195,26.01
12/1/1998,118.03125,115.21875,72.86644,24.969999
12/2/1998,117.90625,116,72.65345,25.43
12/3/1998,118.3125,115.09375,71.453232,28.700001
12/4/1998,118.5,116.5,73.331017,25.309999
12/7/1998,119.46875,118,73.679474,24.9
12/8/1998,119.75,117.5,73.350403,25.58
12/9/1998,118.96875,117.875,73.485855,25.66
12/10/1998,118.84375,116.71875,72.411476,26.809999
12/11/1998,117.34375,115.5625,72.556709,27.719999
12/14/1998,116.40625,113.75,70.465927,31.309999
12/15/1998,116.75,114.53125,72.285629,29.42
12/16/1998,117.125,115.75,72.18885,29.959999
12/17/1998,118.59375,117.03125,73.340729,27.959999
12/18/1998,119.125,117.875,73.652328,25.040001
12/21/1998,121.34375,119,74.681747,23.860001
12/22/1998,121.21875,119.1875,75.01194,22.780001
12/23/1998,123.21875,120.8125,76.585274,20.209999
12/24/1998,123.25,122.5,76.255058,21.48
12/28/1998,123.3125,122,76.060783,23.5
12/29/1998,124.484375,122.125,77.264999,22.18
12/30/1998,124.75,123.03125,76.643524,23.34
12/31/1998,123.9375,122.46875,76.643524,24.42
1/4/1999,125.21875,121.71875,76.468666,26.17
1/5/1999,124.875,122.9375,77.34272,24.459999
1/6/1999,127.75,125.75,79.207314,23.34
1/7/1999,127.21875,125.78125,78.818878,24.370001
1/8/1999,128.5,125.96875,79.401588,23.280001
1/11/1999,127.6875,125.21875,78.644058,25.459999
1/12/1999,126.21875,123.75,77.226173,28.1
1/13/1999,125.125,120.375,76.682327,30.110001
1/14/1999,123.90625,120.90625,75.342133,32.98
1/15/1999,124.78125,122.0625,77.303864,29.24
1/19/1999,125.625,123.5,77.808884,29.24
1/20/1999,127.9375,125.03125,78.430397,28.6
1/21/1999,125.84375,122.59375,76.352135,30.92
1/22/1999,123.84375,121.78125,76.177345,31.950001
1/25/1999,124,121.90625,76.954231,31.129999
1/26/1999,126.0625,123.625,78.352715,29.23
1/27/1999,126.625,124.15625,77.439827,29.73
1/28/1999,126.96875,125.1875,78.74115,28.110001
1/29/1999,128.296875,125.40625,79.343307,26.25
2/1/1999,128.6875,126.90625,78.877144,27.67
2/2/1999,127.21875,124.765625,78.391563,28.16
2/3/1999,127.9375,125.65625,79.187881,27.879999
2/4/1999,127.5,124.78125,78.003136,29.48
2/5/1999,125.65625,123.21875,77.109634,29.67
2/8/1999,125.09375,123.34375,77.264999,30.27
2/9/1999,124.5,121.515625,75.5364,31.360001
2/10/1999,123,121.328125,76.021942,30.450001
2/11/1999,126.09375,122.5,77.770035,27.42
2/12/1999,125.5,122.625,76.837708,29.76
2/16/1999,125.625,122.875,76.371552,29.65
2/17/1999,125.359375,122.25,76.293869,30.65
2/18/1999,124.375,122.21875,76.895966,30.450001
2/19/1999,125.75,123.375,77.226173,29.299999
2/22/1999,127.71875,124.28125,79.284996,25.870001
2/23/1999,128.5,126.59375,79.246193,26.49
2/24/1999,128.84375,125,77.847702,27.209999
2/25/1999,125.28125,122.6875,77.109634,28.01
2/26/1999,124.84375,122.8125,76.798889,27.879999
3/1/1999,124.3125,122.375,77.012505,28.370001
3/2/1999,125.3125,122.3125,76.332718,29.219999
3/3/1999,123.5625,121.78125,76.740593,29.040001
3/4/1999,125.484375,123.265625,77.711777,26.67
3/5/1999,128.125,126.5625,79.275314,24.08
3/8/1999,128.796875,127.25,79.790024,24.540001
3/9/1999,129.9375,127.75,79.595818,25.02
3/10/1999,129.25,127.78125,80.295036,24.790001
3/11/1999,131.1875,128.875,81.188469,24.370001
3/12/1999,131.03125,129.21875,80.41156,24.84
3/15/1999,131.25,129.5,81.557495,25.24
3/16/1999,131.65625,130.46875,81.246758,25.15
3/17/1999,130.9375,129.625,80.897171,25.57
3/18/1999,132.375,129.75,82.198517,24.129999
3/19/1999,132.625,129.6875,80.801292,24.32
3/22/1999,130.59375,129.421875,80.957085,25
3/23/1999,129.53125,125.703125,78.620651,27.27
3/24/1999,127.171875,125.625,79.068489,26.6
3/25/1999,129.5,127.75,80.684471,24.33
3/26/1999,129.125,127.71875,80.100388,24.040001
3/29/1999,131.4375,129.15625,81.716408,23.540001
3/30/1999,131.21875,129.5625,81.288063,22.73
3/31/1999,131.609375,128.3125,79.983582,23.26
4/1/1999,129.6875,128.125,80.587151,22.059999
4/5/1999,132.59375,130.25,82.495216,22.190001
4/6/1999,132.984375,131.15625,82.300499,22.65
4/7/1999,133.375,131.375,82.962517,22.809999
4/8/1999,134.9375,132.28125,84.013901,22.59
4/9/1999,135.5,133.59375,84.033348,21.77
4/12/1999,136.40625,133.21875,84.92897,21.93
4/13/1999,136.46875,134.5,84.38382,22.73
4/14/1999,136.0625,132.6875,82.962517,24.940001
4/15/1999,133.5625,131,82.65097,23.93
4/16/1999,132.90625,131.1875,81.95002,23.9
4/19/1999,134.53125,128.375,80.684471,26.42
4/20/1999,131.1875,129,81.696938,25.02
4/21/1999,135.625,130.40625,84.033348,23.309999
4/22/1999,136.375,134.390625,84.831635,22.620001
4/23/1999,136.75,135,84.617432,22.76
4/26/1999,136.8125,135.46875,85.10424,23.530001
4/27/1999,137.5,135.84375,85.513107,23.360001
4/28/1999,137.25,135,84.344933,24.4
4/29/1999,136.0625,133.8125,83.702339,25.059999
4/30/1999,135.625,131.5,83.020912,25.07
5/3/1999,135.84375,133.09375,84.539551,24.15
5/4/1999,135.8125,133.125,83.332413,25.620001
5/5/1999,135.0625,131.84375,83.994431,25.190001
5/6/1999,135.125,132.375,83.478493,27.440001
5/7/1999,135.125,133.4375,84.111229,25.360001
5/10/1999,135.71875,133.53125,83.692635,26.620001
5/11/1999,136.875,134.71875,84.539551,25.620001
5/12/1999,137.21875,131.5,85.201584,26.129999
5/13/1999,138,136.8125,85.571526,25.02
5/14/1999,135.875,133.5,83.351929,26.860001
5/17/1999,134.484375,132.375,83.605019,27.280001
5/18/1999,134.984375,132.625,83.449219,27.26
5/19/1999,135,133.25,84.052864,25.08
5/20/1999,135.59375,134.0625,83.546547,24.459999
5/21/1999,134.6875,132.59375,83.0793,24.4
5/24/1999,133.84375,130.390625,81.696938,27.620001
5/25/1999,132.34375,128.4375,80.372963,28.9
5/26/1999,131,128.09375,81.268555,27.57
5/27/1999,130.28125,128,80.100388,28.120001
5/28/1999,130.75,128.59375,81.122559,25.389999
6/1/1999,130.15625,128.375,80.840256,26.620001
6/2/1999,130.1875,128.015625,80.918144,26.209999
6/3/1999,130.875,129.78125,81.365944,26.200001
6/4/1999,133.359375,130.9375,83.00145,23.43
6/7/1999,134.1875,132.90625,83.215614,23.780001
6/8/1999,133.796875,131.59375,82.397865,24.02
6/9/1999,133.09375,131.8125,82.319984,23.9
6/10/1999,131.46875,129.59375,81.560654,25.32
6/11/1999,132.21875,129.09375,80.879189,25.9
6/14/1999,130.75,129.546875,80.957085,26.51
6/15/1999,131.65625,130.078125,81.502205,25.91
6/16/1999,133.875,132.375,83.059891,22.4
6/17/1999,135.5625,132.625,83.838676,21.950001
6/18/1999,134.6875,133.375,83.935547,21.75
6/21/1999,135.25,133.65625,84.130798,21.809999
6/22/1999,135.1875,133.5,83.544952,21.700001
6/23/1999,133.625,132.125,83.134819,21.32
6/24/1999,132.9375,130.65625,82.509888,23.059999
6/25/1999,133.015625,131.25,82.304848,21.76
6/28/1999,133.625,132.5,83.310616,22.629999
6/29/1999,135.1875,132.78125,84.091774,22.51
6/30/1999,137.5,133.84375,85.61499,21.09
7/1/1999,138.5,136.0625,86.259483,19.690001
7/2/1999,139.5,137.90625,87.118752,18.66
7/6/1999,140.75,138.59375,87.09922,20.73
7/7/1999,139.71875,138.515625,87.216393,20.35
7/8/1999,140.625,138.75,87.284737,20.24
7/9/1999,140.59375,139.5625,87.802238,17.959999
7/12/1999,140.9375,139.5,87.411713,19.73
7/13/1999,139.921875,138.65625,87.09922,19.950001
7/14/1999,140.21875,138.75,87.587456,19.709999
7/15/1999,141.375,140.3125,88.14399,18.68
7/16/1999,142.15625,140.75,88.622475,17.42
7/19/1999,142.25,140.5625,88.036621,19.07
7/20/1999,140.40625,137.53125,86.230164,21.790001
7/21/1999,138.90625,137.3125,86.132523,21.459999
7/22/1999,138,135.46875,84.999847,23.049999
7/23/1999,137,135.125,84.833878,23.32
7/26/1999,136.125,134.625,84.208946,24.98
7/27/1999,137.203125,135.375,84.911964,23.23
7/28/1999,137.3125,135.59375,85.185356,22.85
7/29/1999,135.25,133.3125,83.994102,24.52
7/30/1999,135.34375,132.5625,82.959015,24.639999
8/2/1999,134.75,132.5,83.154381,25.59
8/3/1999,133.84375,131.375,82.763748,26.27
8/4/1999,133.875,130.4375,81.631073,27.4
8/5/1999,131.9375,128.84375,82.373192,27.01
8/6/1999,132,129.5,81.474876,26.6
8/9/1999,131.796875,129.75,81.299141,27.66
8/10/1999,130.15625,127,80.400772,28.450001
8/11/1999,130.53125,128.625,81.377266,25.389999
8/12/1999,131.8125,129.90625,81.328377,25.030001
8/13/1999,133.25,131.125,83.212975,22.309999
8/16/1999,133.96875,132.25,83.583984,23.07
8/17/1999,134.84375,133.125,84.130798,21.67
8/18/1999,134.375,133.25,83.525421,23.299999
8/19/1999,133.234375,131.6875,82.841896,24.389999
8/20/1999,134.125,132.6875,83.681633,22.950001
8/23/1999,136.546875,134.65625,85.28299,22.549999
8/24/1999,137.96875,135.375,85.595474,22.4
8/25/1999,138.78125,136.15625,86.474289,20.959999
8/26/1999,138.421875,136.5,85.439232,21.209999
8/27/1999,137.0625,135.0625,84.404251,21.83
8/30/1999,135.5,132,82.841896,24.629999
8/31/1999,133.75,130.875,82.529427,24.450001
9/1/1999,133.734375,132.3125,83.544952,22.93
9/2/1999,132.671875,130.65625,82.558716,24.530001
9/3/1999,136.5,134.6875,84.970512,20.98
9/7/1999,136.625,135.21875,84.658081,23.440001
9/8/1999,136.0625,134.03125,84.247978,23.82
9/9/1999,135.25,133.6875,84.208946,23.01
9/10/1999,136.359375,134.9375,84.911964,22.030001
9/13/1999,135.46875,134.5,84.335899,22.889999
9/14/1999,134.5625,133.375,83.779289,23.77
9/15/1999,135.4375,131.875,82.45134,24.559999
9/16/1999,132.8125,130.3125,82.773537,25.25
9/17/1999,133.9375,132.15625,83.819412,23.299999
9/20/1999,134,133.09375,83.701912,24.030001
9/21/1999,132.46875,130.15625,81.939362,25.65
9/22/1999,131.84375,129.75,81.851196,25.190001
9/23/1999,131.8125,127.625,80.137604,27.84
9/24/1999,128.375,126.3125,80.059288,27.790001
9/27/1999,129.75,128.28125,80.588066,26.4
9/28/1999,128.8125,125.5625,80.431404,26.059999
9/29/1999,129.125,126.75,79.471771,26.49
9/30/1999,129.4375,126.96875,80.685966,25.41
10/1/1999,128.5625,126.625,80.50975,24.93
10/4/1999,130.875,128.75,81.939362,24.459999
10/5/1999,131.96875,128.6875,81.860977,24.790001
10/6/1999,132.8125,130.6875,83.114395,22.059999
10/7/1999,133,131.5,82.644386,23.58
10/8/1999,133.875,131.234375,83.897713,20.49
10/11/1999,134.125,133.3125,83.760674,20.629999
10/12/1999,133.3125,131.1875,82.468102,22.84
10/13/1999,131.3125,128.1875,80.333435,25.959999
10/14/1999,129.1875,126.75,80.31385,26.049999
10/15/1999,126.75,124.5,78.257576,28.75
10/18/1999,125.9375,123.4375,78.825516,28.190001
10/19/1999,128.25,125.9375,79.589302,26.559999
10/20/1999,129.46875,127.125,80.372597,23.9
10/21/1999,129,126.625,80.842628,24.02
10/22/1999,131.21875,129.5625,81.528114,21.639999
10/25/1999,130.46875,128.75,81.116821,23.6
10/26/1999,130.6875,127.8125,80.098442,24.26
10/27/1999,130.3125,128.25,81.547623,24.200001
10/28/1999,134.859375,132.1875,84.32859,21.34
10/29/1999,137.6875,135.71875,85.856102,22.200001
11/1/1999,137,135.5625,84.955307,22.09
11/2/1999,137.25,134.59375,84.348183,23.1
11/3/1999,136.375,135.125,84.916084,23.16
11/4/1999,137.359375,135.765625,85.562393,23
11/5/1999,139.109375,136.78125,86.404449,21.66
11/8/1999,138.375,136.75,86.482857,21.870001
11/9/1999,138.6875,136.28125,85.670074,22.700001
11/10/1999,138.390625,136.078125,86.30658,22.26
11/11/1999,138.5,137.46875,86.796165,22.07
11/12/1999,139.984375,137.125,87.579529,21.65
11/15/1999,140.25,139.40625,87.785149,22.74
11/16/1999,143,140.09375,88.519592,20.73
11/17/1999,142.9375,141.3125,88.754524,20.959999
11/18/1999,143,141.625,89.381271,19.76
11/19/1999,142.96875,142,89.30291,19.110001
11/22/1999,143,141.5,89.283333,19.98
11/23/1999,142.84375,140.375,88.499985,21
11/24/1999,142.4375,140,88.970001,20.26
11/26/1999,142.875,141.25,88.637047,22.33
11/29/1999,141.921875,140.4375,88.323761,23.57
11/30/1999,142.3125,139,87.285751,24.18
12/1/1999,140.5,139,87.990814,22.23
12/2/1999,141.375,140.375,88.519592,21.77
12/3/1999,145.34375,143.03125,90.145035,19.32
12/6/1999,143.71875,142.25,89.479172,20.58
12/7/1999,143.3125,141.375,88.754524,21.09
12/8/1999,142.0625,140.5,88.186646,21.25
12/9/1999,142.21875,139.375,88.617508,21.190001
12/10/1999,142.8125,140.875,88.911247,21.48
12/13/1999,142.71875,141.28125,89.067909,21.719999
12/14/1999,142.484375,140.625,88.206207,23.059999
12/15/1999,142.203125,140.03125,88.676208,22.030001
12/16/1999,142.65625,141.15625,89.067909,21.91
12/17/1999,143.3125,142.0625,89.6399,21.35
12/20/1999,143.1875,141.09375,88.992065,23.780001
12/21/1999,144.0625,141.34375,90.346695,22.66
12/22/1999,144.1875,142.96875,90.582222,22.43
12/23/1999,146.484375,145,92.025208,21.120001
12/27/1999,146.78125,145.0625,91.897636,23.07
12/28/1999,146.5,145.484375,91.838715,22.969999
12/29/1999,146.8125,145.3125,92.231331,23.09
12/30/1999,147.5625,146.1875,92.123352,24.76
12/31/1999,147.5,146.25,92.27063,24.639999
1/3/2000,148.25,143.875,91.367531,24.209999
1/4/2000,144.0625,139.640625,87.79451,27.01
1/5/2000,141.53125,137.25,87.951515,26.41
1/6/2000,141.5,137.75,86.53804,25.73
1/7/2000,145.75,140.0625,91.563835,21.719999
1/10/2000,146.90625,145.03125,91.877968,21.709999
1/11/2000,146.09375,143.5,90.778564,22.5
1/12/2000,144.59375,142.875,89.875496,22.84
1/13/2000,145.75,143.28125,91.092659,21.709999
1/14/2000,147.46875,145.96875,92.329491,19.66
1/18/2000,146.625,145.1875,91.603096,21.5
1/19/2000,147,145,92.349129,21.719999
1/20/2000,146.96875,143.8125,90.935608,21.75
1/21/2000,145.5,144.0625,90.739265,20.82
1/24/2000,145.84375,139.40625,88.167526,24.07
1/25/2000,141.9375,139,89.168724,23.02
1/26/2000,141.546875,140.09375,88.461998,23.030001
1/27/2000,142.21875,138.125,88.108597,23.540001
1/28/2000,140.0625,135.53125,85.360115,26.139999
1/31/2000,139.671875,135,87.676704,24.950001
2/1/2000,141.6875,138.53125,88.540527,23.450001
2/2/2000,142.25,140.375,88.61908,23.120001
2/3/2000,143.25,140,89.953964,22.01
2/4/2000,144,142.125,89.581024,21.540001
2/7/2000,142.78125,141.4375,89.443604,22.790001
2/8/2000,144.5625,143.625,90.660782,21.25
2/9/2000,144.46875,141.265625,88.756462,22.9
2/10/2000,142.5625,140.875,88.933167,23.07
2/11/2000,141.9375,138.03125,87.126976,24.42
2/14/2000,139.78125,138.3125,87.637436,24.379999
2/15/2000,141.21875,137.796875,88.62886,22.92
2/16/2000,140.9375,138.796875,87.323326,23.51
2/17/2000,140.4375,138.21875,86.871788,23.17
2/18/2000,138.875,134.625,85.006721,26
2/22/2000,136.34375,133.53125,84.790817,25.860001
2/23/2000,137.46875,134.5,85.792038,23.889999
2/24/2000,137.03125,133.09375,84.06443,24.379999
2/25/2000,136.71875,133.125,83.760109,25.200001
2/28/2000,136.6875,132.71875,85.517159,24.68
2/29/2000,137.4375,135.75,86.341698,23.370001
3/1/2000,139,137.21875,86.969978,21.639999
3/2/2000,139.125,137.34375,87.028809,21.059999
3/3/2000,141.71875,139.71875,88.658302,19.209999
